Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
white-rose-jasmine-gold-tub-spa-bath-gift-set,White Rose Jasmine Gold Tub Spa Bath Gift Set,"<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h4>Choosing a gift may be an incredibly challenging thing to do…</h4>
<ol>
<li>First, imagine the person who you are going to greet</li>
<li>Put several questions to yourself: what is their hobby?</li>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. <strong>The very usage of it brings pleasure and light to their owners.</strong> Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p>If you know what a person does go to the ‘Interest section’: you’ll see the gifts for cooks, cyclists, gardereners, pet lovers, owl owners and for many more.</p>",Classygift,Jewelry,"",true,Size,L,,,,,327AE-6,700,,99,deny,manual,90.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_1.png?v=1553603372,1,,false,,,,,,,,,,,,,,,,,kg,,
white-rose-jasmine-gold-tub-spa-bath-gift-set,,,,,,,,XL,,,,,556-62225,1500,,1,deny,manual,95.00,99.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_2.png?v=1553603372,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_2.png?v=1553603372,kg,,
white-rose-jasmine-gold-tub-spa-bath-gift-set,,,,,,,,XXL,,,,,'64554,300,shopify,50,deny,manual,89.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_3.png?v=1553603372,3,,,,,,,,,,,,,,,,,,,kg,,
white-rose-jasmine-gold-tub-spa-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_4.png?v=1553603372,4,,,,,,,,,,,,,,,,,,,,,
white-rose-jasmine-gold-tub-spa-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/white_rose_jasmine_gold_tub_spa_bath_gift_set_5.png?v=1553603372,5,,,,,,,,,,,,,,,,,,,,,
viper-shot-king-sisal-fiber-bristle-dartboard,Viper Shot King Sisal Fiber Bristle Dartboard,"<h2>First, imagine the person who you are going to greet.</h2>
<p>Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
<p>Apart from that, <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h2>What exactly can you get at our store?</h2>
<p>There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>
<p>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<ul>
<li>There are several thousands of gift items at your disposal, all classified.</li>
<li>And this classification is the thing which will help you out.</li>
<li>There are ‘Gifts for him’, ‘Gifts for her’ or ‘Gifts for kids’ - use the ideas suggested there, they might give you a hint what can be a good gift for the person.</li>
</ul>
<h3>If you know the answer - congrats, you’ve almost chosen the perfect gift</h3>
<p>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<blockquote>
<p>Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Also you can choose a gift for a house - this gift type is usually one of the most demanded ones. Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>",Classygift,Toys,"Dolor, Lorem ipsum, Sit amet",true,Title,Default Title,,,,,,0,shopify,98,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/viper_shot_king_sisal_fiber_bristle_dartboard_1.png?v=1553603359,1,,false,,,,,,,,,,,,,,,,,kg,,
viper-shot-king-sisal-fiber-bristle-dartboard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/viper_shot_king_sisal_fiber_bristle_dartboard_2.png?v=1553603359,2,,,,,,,,,,,,,,,,,,,,,
viper-shot-king-sisal-fiber-bristle-dartboard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/viper_shot_king_sisal_fiber_bristle_dartboard_3.png?v=1553603359,3,,,,,,,,,,,,,,,,,,,,,
viper-shot-king-sisal-fiber-bristle-dartboard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/viper_shot_king_sisal_fiber_bristle_dartboard_4.png?v=1553603359,4,,,,,,,,,,,,,,,,,,,,,
viper-shot-king-sisal-fiber-bristle-dartboard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/viper_shot_king_sisal_fiber_bristle_dartboard_5.png?v=1553603359,5,,,,,,,,,,,,,,,,,,,,,
the-chess-store-royal-staunton-wood-chess-set-african-padauk-and-boxwood-chess-pieces-with-padauk-and-birds-eye-maple-molded-chess-board,The Chess Store Royal Staunton Wood Chess Set African Padauk & Boxwood Chess Pieces with Padauk & Bird's Eye Maple Molded Chess Board,"<p>Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet. Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one.</p>
<h3>First, imagine the person who you are going to greet.</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one:</p>
<ul>
<li>Count on us</li>
<li>Define the type of nature they possess</li>
<li>Put several questions to yourself</li>
</ul>
<p>What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners.</p>
<h4>What kind of things do they already have?</h4>
<p>Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet.</p>",Classygift,Souvenirs,"Dolor, Sit amet",true,Color,Black,Size,XL,Type,Wood,,1200,shopify,100,continue,manual,175.00,190.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_1.png?v=1553603344,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_1.png?v=1553603344,lb,,
the-chess-store-royal-staunton-wood-chess-set-african-padauk-and-boxwood-chess-pieces-with-padauk-and-birds-eye-maple-molded-chess-board,,,,,,,,Blue,,XXL,,Metal,,2500,shopify,100,deny,manual,177.00,180.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_2.png?v=1553603344,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_2.png?v=1553603344,kg,,
the-chess-store-royal-staunton-wood-chess-set-african-padauk-and-boxwood-chess-pieces-with-padauk-and-birds-eye-maple-molded-chess-board,,,,,,,,Red,,XL,,Wood,,800,shopify,1,deny,manual,175.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_3.png?v=1553603344,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_3.png?v=1553603344,oz,,
the-chess-store-royal-staunton-wood-chess-set-african-padauk-and-boxwood-chess-pieces-with-padauk-and-birds-eye-maple-molded-chess-board,,,,,,,,Black,,XXL,,Paper,,100,shopify,13,continue,manual,170.00,185.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_4.png?v=1553603344,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_4.png?v=1553603344,g,,
the-chess-store-royal-staunton-wood-chess-set-african-padauk-and-boxwood-chess-pieces-with-padauk-and-birds-eye-maple-molded-chess-board,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/the_chess_store_royal_staunton_wood_chess_set_african_padauk_and_boxwood_chess_pieces_with_padauk_and_birds_eye_maple_molded_chess_board_5.png?v=1553603344,5,,,,,,,,,,,,,,,,,,,,,
pearhead-side-photo-album,Pearhead Side Photo Album,"<h3>First, imagine the person who you are going to greet</h3>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.</p>
<p>Put several questions to yourself: what is their hobby?</p>
<ol>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
<li>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one.</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - <strong>please feel free to contact us, we’ll gladly help you</strong>!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<h4>No matter who you have to choose a gift for - we are here to assist</h4>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Remember: a great present may be an everyday thing but shaped in a highly aesthetic way</a>. The very usage of it brings pleasure and light to their owners. What kind of things do they already have?</p>",Classygift,Souvenirs,Lorem ipsum,true,Title,Default Title,,,,,654654654-56,0,shopify,0,deny,manual,145.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/pearhead_side_photo_album_1.png?v=1553603331,1,,false,,,,,,,,,,,,,,,,,kg,,
pearhead-side-photo-album,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/pearhead_side_photo_album_2.png?v=1553603332,2,,,,,,,,,,,,,,,,,,,,,
pearhead-side-photo-album,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/pearhead_side_photo_album_3.png?v=1553603332,3,,,,,,,,,,,,,,,,,,,,,
pearhead-side-photo-album,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/pearhead_side_photo_album_4.png?v=1553603332,4,,,,,,,,,,,,,,,,,,,,,
pearhead-side-photo-album,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/pearhead_side_photo_album_5.png?v=1553603332,5,,,,,,,,,,,,,,,,,,,,,
niceeshoptm-cute-cat-key-chain,Niceeshop(TM) Cute Cat Key Chain,"<h2>No matter who you have to choose a gift for - we are here to assist</h2>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p><strong></strong>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: <strong>a great present may be an everyday thing</strong> but shaped in a highly aesthetic way.</p>
The very usage of it brings pleasure and light to their owners. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Apart from that, you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.<br>
<ul>
<li>Count on us</li>
<li>Is it something fancy or closer to minimalism?</li>
</ul>
<p>If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it. Nevertheless, you still might be thinking ‘how do I choose a gift if I don’t know the person well?’ Count on us. There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>",Classygift,Toys,"",true,Title,Default Title,,,,,'327038,4500,shopify,100,deny,manual,89.00,88.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/niceeshoptm_cute_cat_key_chain_1.png?v=1553603309,1,,false,,,,,,,,,,,,,,,,,kg,,
niceeshoptm-cute-cat-key-chain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/niceeshoptm_cute_cat_key_chain_2.png?v=1553603309,2,,,,,,,,,,,,,,,,,,,,,
niceeshoptm-cute-cat-key-chain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/niceeshoptm_cute_cat_key_chain_3.png?v=1553603309,3,,,,,,,,,,,,,,,,,,,,,
niceeshoptm-cute-cat-key-chain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/niceeshoptm_cute_cat_key_chain_4.png?v=1553603309,4,,,,,,,,,,,,,,,,,,,,,
niceeshoptm-cute-cat-key-chain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/niceeshoptm_cute_cat_key_chain_5.png?v=1553603309,5,,,,,,,,,,,,,,,,,,,,,
mr-and-mrs-christian-coffee-mug-set,Mr. and Mrs. Christian Coffee Mug Set,"<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h4>Choosing a gift may be an incredibly challenging thing to do…</h4>
<ol>
<li>First, imagine the person who you are going to greet</li>
<li>Put several questions to yourself: what is their hobby?</li>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. <strong>The very usage of it brings pleasure and light to their owners.</strong> Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p>If you know what a person does go to the ‘Interest section’: you’ll see the gifts for cooks, cyclists, gardereners, pet lovers, owl owners and for many more.</p>",Classygift,Gift Baskets,"Dolor, Lorem ipsum, Sit amet",true,Size,L,,,,,327AE-6,700,,99,deny,manual,150.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_1.png?v=1553603296,1,,false,,,,,,,,,,,,,,,,,kg,,
mr-and-mrs-christian-coffee-mug-set,,,,,,,,XL,,,,,556-62225,1500,,1,deny,manual,160.00,170.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_2.png?v=1553603296,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_2.png?v=1553603296,kg,,
mr-and-mrs-christian-coffee-mug-set,,,,,,,,XXL,,,,,'64554,300,shopify,50,deny,manual,149.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_3.png?v=1553603296,3,,,,,,,,,,,,,,,,,,,kg,,
mr-and-mrs-christian-coffee-mug-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_4.png?v=1553603296,4,,,,,,,,,,,,,,,,,,,,,
mr-and-mrs-christian-coffee-mug-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/mr_and_mrs_christian_coffee_mug_set_5.png?v=1553603296,5,,,,,,,,,,,,,,,,,,,,,
